,Unnamed: 0,MANUFACTURER,DATE,PRICE,MAT ~ 12/2025,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,MAT ~ 12/2024,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,MAT ~ 12/2023,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,MAT ~ 12/2022,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,MAT ~ 12/2021,Unnamed: 29,Unnamed: 30,Unnamed: 31,2025-12-01 00:00:00,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,2025-11-02 00:00:00,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,2025-10-02 00:00:00,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,2025-09-02 00:00:00,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,2025-08-02 00:00:00,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,2025-07-02 00:00:00,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,2025-06-02 00:00:00,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,2025-05-04 00:00:00,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,2025-04-05 00:00:00,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,2025-03-07 00:00:00,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,2025-02-06 00:00:00,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,2025-01-08 00:00:00,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,2024-12-10 00:00:00,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,2024-11-11 00:00:00,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,2024-10-13 00:00:00,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,2024-09-14 00:00:00,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,2024-08-16 00:00:00,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,2024-07-18 00:00:00,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,2024-06-19 00:00:00,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,2024-05-21 00:00:00,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,2024-04-22 00:00:00,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,2024-03-24 00:00:00,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,2024-02-24 00:00:00,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,2024-01-26 00:00:00,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175
48,EPRA CAPS ENTER 40MG 14,,2020-06-01 00:00:00,243.95,30874068,100,50.99,126559,100,50.99,20447891,100,11.6,83820,100,11.6,18321867,100,-3.59,75105,100,-3.59,19004192,100,-22.34,77902,100,-22.34,24471602,100,100314,100,2383879,100,-9.77,9772,100,-9.77,6169983,100,979.93,25292,100,979.93,2383879,100,-58.78,9772,100,-58.78,5188573,100,282.4,21269,100,282.4,70014,100,-80.4,287,100,-80.4,2524151,100,60.67,10347,100,60.67,3645833,100,999,14945,100,999,0,0,-100,0,0,-100,1612510,100,-57.8,6610,100,-57.8,2044057,100,140.98,8379,100,140.98,3570208,100,362.84,14635,100,362.84,1280981,100,-29.19,5251,100,-29.19,2641979,100,119.05,10830,100,119.05,571331,100,-52.63,2342,100,-52.63,5783811,100,119.79,23709,100,119.79,1356850,100,-63.06,5562,100,-63.06,357143,100,-88.37,1464,100,-88.37,1571038,100,-7.55,6440,100,-7.55,152713,100,-80.1,626,100,-80.1,763564,100,329.94,3130,100,329.95,3820745,100,999,15662,100,999,848214,100,-18.57,3477,100,-18.57,771370,100,-64.82,3162,100,-64.82,1809133,100,175.59,7416,100,175.59
49,REFLUX             .A2,CELL LABORATORIES,2020-10-01 00:00:00,,30092646,0.33,22.7,114595,0.57,22.7,24525265,0.3,2.7,93394,0.5,2.7,23879794,0.36,7.7,90936,0.55,7.7,22173418,0.41,84.94,84438,0.5,84.94,11989266,0.25,45656,0.28,2211355,0.28,-16.32,8421,0.5,-16.32,2602366,0.34,18.29,9910,0.59,18.29,3190065,0.42,-8.08,12148,0.72,-8.08,3165643,0.39,-4.36,12055,0.66,-4.36,2711870,0.35,38.84,10327,0.59,38.84,2028848,0.25,53.63,7726,0.43,53.63,1525443,0.21,-31.92,5809,0.35,-31.92,2486559,0.33,47.45,9469,0.57,47.45,2674318,0.36,77.48,10184,0.63,77.48,2387559,0.3,39.66,9092,0.53,39.66,2994953,0.43,112.78,11405,0.73,112.78,2113667,0.3,96.17,8049,0.52,96.17,2642544,0.4,6.74,10063,0.67,6.74,2200063,0.34,95.84,8378,0.56,95.84,3470522,0.47,124.3,13216,0.8,124.3,3310073,0.45,45.84,12605,0.77,45.84,1953219,0.27,-10.56,7438,0.45,-10.56,1320615,0.2,-15.86,5029,0.32,-15.86,2240503,0.36,10.43,8532,0.58,10.43,1686417,0.24,-32.86,6422,0.4,-32.86,1506799,0.23,-28.58,5738,0.37,-28.58,1709526,0.26,-20.73,6510,0.42,-20.73,1407536,0.22,-46.34,5360,0.36,-46.34,1077448,0.16,-15.85,4103,0.28,-15.85
50,REFLUX CAPS ENTER 40MG 14,,2020-10-01 00:00:00,262.6,30092646,100,22.7,114595,100,22.7,24525265,100,2.7,93394,100,2.7,23879794,100,7.7,90936,100,7.7,22173418,100,84.94,84438,100,84.94,11989266,100,45656,100,2211355,100,-16.32,8421,100,-16.32,2602366,100,18.29,9910,100,18.29,3190065,100,-8.08,12148,100,-8.08,3165643,100,-4.36,12055,100,-4.36,2711870,100,38.84,10327,100,38.84,2028848,100,53.63,7726,100,53.63,1525443,100,-31.92,5809,100,-31.92,2486559,100,47.45,9469,100,47.45,2674318,100,77.48,10184,100,77.48,2387559,100,39.66,9092,100,39.66,2994953,100,112.78,11405,100,112.78,2113667,100,96.17,8049,100,96.17,2642544,100,6.74,10063,100,6.74,2200063,100,95.84,8378,100,95.84,3470522,100,124.3,13216,100,124.3,3310073,100,45.84,12605,100,45.84,1953219,100,-10.56,7438,100,-10.56,1320615,100,-15.86,5029,100,-15.86,2240503,100,10.43,8532,100,10.43,1686417,100,-32.86,6422,100,-32.86,1506799,100,-28.58,5738,100,-28.58,1709526,100,-20.73,6510,100,-20.73,1407536,100,-46.34,5360,100,-46.34,1077448,100,-15.85,4103,100,-15.85
51,PROTOLE            VP8,VISION PHARMA,2007-11-01 00:00:00,,27488306,0.3,-32.39,151612,0.75,-34.57,40656572,0.5,14.51,231720,1.24,12.39,35505546,0.54,5.19,206184,1.26,2.34,33753630,0.62,-9.98,201472,1.19,-9.8,37496705,0.78,223367,1.38,2410978,0.31,-23.3,13457,0.8,-22.59,2368257,0.31,-28.46,13141,0.78,-27.99,2059563,0.27,-44.89,11278,0.67,-45.05,2370646,0.29,-31.26,13054,0.72,-33.48,902943,0.11,-73.21,4972,0.29,-74.18,3229290,0.39,-4.12,17887,0.99,-7.06,408574,0.06,-86.94,2327,0.14,-86.93,1806497,0.24,-49.56,9915,0.6,-52.08,2098663,0.28,-45.23,11537,0.71,-47.59,3016859,0.38,-22.31,16558,0.96,-26.81,3297545,0.47,7.96,18093,1.16,0.39,3518491,0.5,25.74,19393,1.25,19.14,3143406,0.47,17.06,17385,1.16,9.2,3310602,0.51,71.74,18250,1.22,59.19,3736910,0.5,69.77,20525,1.24,60.9,3448842,0.47,0.5,19625,1.2,1.02,3370867,0.47,-2.93,19260,1.16,-3.89,3368126,0.5,-16.28,19245,1.21,-15.89,3127835,0.5,-7.47,17808,1.21,-7.06,3581794,0.52,7.61,20689,1.3,8.06,3832064,0.58,29.3,22011,1.42,27.78,3883336,0.58,25.52,22622,1.46,24.91,3054454,0.47,19.25,18022,1.21,17.3,2798336,0.42,14.87,16278,1.1,10.79
52,PROTOLE CAPS ENTER 40MG 14,,2011-11-01 00:00:00,182.75,26983403,98.16,-26.59,147652,97.39,-26.59,36755961,90.41,20.56,201127,86.8,20.56,30487270,85.87,14.27,166825,80.91,14.27,26679673,79.04,-10.55,145990,72.46,-10.55,29826811,79.55,163211,73.07,2299543,95.38,-24.99,12583,93.51,-24.99,2291502,96.76,-29.58,12539,95.42,-29.58,2056120,99.83,-44.5,11251,99.76,-44.5,2336093,98.54,-25.39,12783,97.92,-25.39,889810,98.55,-70.61,4869,97.93,-70.61,3138000,97.17,3.75,17171,96,3.75,370069,90.58,-86.95,2025,87.02,-86.95,1793874,99.3,-42.55,9816,99,-42.55,2076223,98.93,-38.8,11361,98.47,-38.8,2995821,99.3,-9.34,16393,99,-9.34,3276890,99.37,30.93,17931,99.1,30.93,3459458,98.32,44.68,18930,97.61,44.68,3065631,97.53,41.39,16775,96.49,41.39,3253864,98.29,111.08,17805,97.56,111.08,3704525,99.13,94.86,20271,98.76,94.86,3131239,90.79,-0.87,17134,87.31,-0.87,3027254,89.81,-0.28,16565,86.01,-0.28,3024513,89.8,-17.3,16550,86,-17.3,2835732,90.66,-8.55,15517,87.13,-8.55,3122284,87.17,6.34,17085,82.58,6.34,3392571,88.53,33.65,18564,84.34,33.65,3304486,85.09,27.34,18082,79.93,27.34,2502761,81.94,25.57,13695,75.99,25.57,2391101,85.45,28.45,13084,80.38,28.45
53,PROTOLE CAPS ENTER 40MG 10,,2013-02-01 00:00:00,127.5,504903,1.84,-87.06,3960,2.61,-87.06,3900611,9.59,-22.27,30593,13.2,-22.27,5018276,14.13,-29.06,39359,19.09,-29.06,7073957,20.96,-7.77,55482,27.54,-7.77,7669894,20.45,60156,26.93,111435,4.62,43.28,874,6.49,43.28,76755,3.24,35.28,602,4.58,35.28,3443,0.17,-89.37,27,0.24,-89.37,34553,1.46,-89.12,271,2.08,-89.12,13133,1.45,-96.18,103,2.07,-96.18,91290,2.83,-73.43,716,4,-73.43,38505,9.42,-86.82,302,12.98,-86.82,12623,0.7,-97.25,99,1,-97.25,22440,1.07,-94.89,176,1.53,-94.89,21038,0.7,-96.37,165,1,-96.37,20655,0.63,-96.26,162,0.9,-96.26,59033,1.68,-85.5,463,2.39,-85.5,77775,2.47,-84.96,610,3.51,-84.96,56738,1.71,-85.31,445,2.44,-85.31,32385,0.87,-89.21,254,1.24,-89.21,317603,9.21,16.35,2491,12.69,16.35,343613,10.19,-21.38,2695,13.99,-21.38,343613,10.2,-6.03,2695,14,-6.03,292103,9.34,4.47,2291,12.87,4.47,459510,12.83,17.05,3604,17.42,17.05,439493,11.47,3.33,3447,15.66,3.33,578850,14.91,16.08,4540,20.07,16.08,551693,18.06,-2.94,4327,24.01,-2.94,407235,14.55,-29.13,3194,19.62,-29.13
54,ZOLTAR             PV-,PHARMEVO PVT. LTD.,1999-08-01 00:00:00,,24479902,0.27,23.75,73857,0.37,18.36,19781402,0.24,1.16,62398,0.33,-9.72,19555034,0.3,10,69115,0.42,-7.06,17776714,0.33,13,74364,0.44,0.45,15731165,0.33,74029,0.46,2379148,0.31,39.08,7178,0.43,39.08,2478252,0.32,32.03,7477,0.44,32.03,2755675,0.36,54.88,8314,0.49,54.88,2418591,0.29,56.12,7297,0.4,56.12,2015547,0.26,34.57,6081,0.35,25.77,2263472,0.28,61.27,6829,0.38,50.72,1532956,0.21,35.06,4625,0.28,26.23,1725529,0.23,8.44,5206,0.31,1.34,1744753,0.24,11.27,5264,0.32,3.99,1651615,0.21,-6.74,4983,0.29,-12.84,1655924,0.24,-13.35,4996,0.32,-19.01,1858440,0.26,-6.51,5607,0.36,-12.62,1710613,0.26,-7.87,5161,0.34,-13.9,1877001,0.29,11.41,5663,0.38,4.12,1779224,0.24,9.72,5368,0.33,2.54,1549197,0.21,-14.31,4674,0.29,-19.91,1497738,0.21,-28.33,4835,0.29,-28.33,1403568,0.21,-26.39,4531,0.29,-26.39,1134997,0.18,-21.47,3664,0.25,-31.11,1591288,0.23,-3.01,5137,0.32,-14.92,1568056,0.24,19.28,5062,0.33,4.63,1770955,0.26,18.97,5717,0.37,-8.19,1910971,0.3,31.94,6169,0.41,1.82,1987794,0.3,59.02,6417,0.43,22.72
55,ZOLTAR CAPS ENTER 40MG 14,,2019-04-01 00:00:00,331.45,24479902,100,23.75,73857,100,18.36,19781402,100,1.16,62398,100,-9.72,19555034,100,10,69115,100,-7.06,17776714,100,13,74364,100,0.45,15731165,100,74029,100,2379148,100,39.08,7178,100,39.08,2478252,100,32.03,7477,100,32.03,2755675,100,54.88,8314,100,54.88,2418591,100,56.12,7297,100,56.12,2015547,100,34.57,6081,100,25.77,2263472,100,61.27,6829,100,50.72,1532956,100,35.06,4625,100,26.23,1725529,100,8.44,5206,100,1.34,1744753,100,11.27,5264,100,3.99,1651615,100,-6.74,4983,100,-12.84,1655924,100,-13.35,4996,100,-19.01,1858440,100,-6.51,5607,100,-12.62,1710613,100,-7.87,5161,100,-13.9,1877001,100,11.41,5663,100,4.12,1779224,100,9.72,5368,100,2.54,1549197,100,-14.31,4674,100,-19.91,1497738,100,-28.33,4835,100,-28.33,1403568,100,-26.39,4531,100,-26.39,1134997,100,-21.47,3664,100,-31.11,1591288,100,-3.01,5137,100,-14.92,1568056,100,19.28,5062,100,4.63,1770955,100,18.97,5717,100,-8.19,1910971,100,31.94,6169,100,1.82,1987794,100,59.02,6417,100,22.72
56,ETIPRO             ICI,L.C.I,1997-05-01 00:00:00,,23079543,0.25,8.23,33020,0.16,0.39,21325458,0.26,60.82,32891,0.18,-6.29,13260788,0.2,-24.98,35100,0.21,-37.58,17676017,0.33,999,56230,0.33,999,701205,0.01,2257,0.01,1840436,0.24,-5.03,2567,0.15,-13.95,2309328,0.3,-4.01,3221,0.19,-13.02,1890058,0.25,-9.58,2719,0.16,-15.51,1793435,0.22,-25.81,2580,0.14,-30.66,1497310,0.19,-37.48,2154,0.12,-41.58,1322832,0.16,-23.28,1903,0.11,-28.3,1237331,0.17,4.58,1780,0.11,-2.52,1780228,0.24,13.56,2561,0.15,6.09,2150732,0.29,56.56,3094,0.19,46.29,2441992,0.31,59.68,3513,0.2,49.11,2688763,0.39,88.63,3868,0.25,74.31,2127098,0.3,66.73,3060,0.2,53.38,1937936,0.29,-2.48,2983,0.2,-4.18,2405691,0.37,78.12,3703,0.25,56.44,2090288,0.28,101.47,3218,0.2,11.31,2417385,0.33,128.53,3721,0.23,16.94,2394979,0.33,108.1,3687,0.22,6.5,1724198,0.25,83.73,2654,0.17,-5.99,1183107,0.19,44.56,1826,0.12,-25.83,1567645,0.23,68.42,2414,0.15,-13.79,1373713,0.21,62.56,2115,0.14,-16.8,1529330,0.23,42.61,2356,0.15,-26.97,1425417,0.22,34.25,2219,0.15,-30.53,1275769,0.19,26.32,1995,0.13,-34.33
57,ETIPRO CAPS ENTER 40MG 24,,2023-10-01 00:00:00,716.96,23079543,100,8.45,33020,100,0.8,21280913,99.79,552.53,32757,99.59,552.53,3261293,24.59,999,5020,14.3,999,0,0,0,0,0,0,0,0,0,0,1840436,100,-5.03,2567,100,-13.95,2309328,100,-4.01,3221,100,-13.02,1890058,100,-9.56,2719,100,-15.48,1793435,100,-25.81,2580,100,-30.66,1497310,100,-37.47,2154,100,-41.56,1322832,100,-23.28,1903,100,-28.3,1237331,100,4.88,1780,100,-1.98,1780228,100,13.61,2561,100,6.18,2150732,100,56.6,3094,100,46.36,2441992,100,59.82,3513,100,49.36,2688763,100,90.9,3868,100,78.41,2127098,100,69.56,3060,100,58.47,1937936,100,-0.63,2983,100,-0.63,2405691,100,108.38,3703,100,108.38,2089956,99.98,999,3217,99.97,999,2417385,100,999,3721,100,999,2394647,99.99,999,3686,99.97,999,1724198,100,999,2654,100,999,1179783,99.72,999,1816,99.45,999,1566980,99.96,999,2412,99.92,999,1373381,99.98,999,2114,99.95,999,1528000,99.91,999,2352,99.83,999,1408463,98.81,999,2168,97.7,999,1254493,98.33,999,1931,96.79,999
58,ETIPRO CAPS ENTER 40MG 14,,2019-12-01 00:00:00,332.43,0,0,-100,0,0,-100,44545,0.21,-99.55,134,0.41,-99.55,9999495,75.41,-43.43,30080,85.7,-46.51,17676017,100,999,56230,100,999,701205,100,2257,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,-100,0,0,0,0,0,0,0,0,-100,0,0,-100,0,0,0,0,0,0,0,0,-100,0,0,-100,0,0,-100,0,0,-100,0,0,-100,0,0,-100,0,0,-100,0,0,-100,0,0,-100,0,0,-100,0,0,-100,0,0,-100,0,0,-100,0,0,-100,0,0,-100,0,0,-100,332,0.02,-99.96,1,0.03,-99.96,0,0,-100,0,0,-100,332,0.01,-99.97,1,0.03,-99.97,0,0,-100,0,0,-100,3324,0.28,-99.59,10,0.55,-99.59,665,0.04,-99.93,2,0.08,-99.93,332,0.02,-99.96,1,0.05,-99.96,1330,0.09,-99.88,4,0.17,-99.88,16954,1.19,-98.4,51,2.3,-98.4,21276,1.67,-97.89,64,3.21,-97.89
59,LOMISEC            SC1,SCILIFE,2017-06-01 00:00:00,,22669297,0.25,-16.11,73297,0.36,-16.11,27021174,0.33,20.7,87368,0.47,20.7,22386304,0.34,129.66,72382,0.44,94.4,9747599,0.18,220.04,37233,0.22,220.04,3045781,0.06,11634,0.07,1462894,0.19,-23.77,4730,0.28,-23.77,1633308,0.21,-23.03,5281,0.31,-23.03,1665473,0.22,-34.64,5385,0.32,-34.64,1996093,0.24,-7.73,6454,0.36,-7.73,2178259,0.28,-18.26,7043,0.4,-18.26,1886299,0.23,-16.58,6099,0.34,-16.58,1826917,0.25,-14.03,5907,0.36,-14.03,2073104,0.28,-10.28,6703,0.4,-10.28,1933928,0.26,-10.17,6253,0.39,-10.17,1753618,0.22,-26.3,5670,0.33,-26.3,2010011,0.29,-12.81,6499,0.42,-12.81,2249393,0.32,8.7,7273,0.47,8.7,1919082,0.29,4.81,6205,0.41,4.81,2121970,0.33,-1.25,6861,0.46,-1.25,2548158,0.34,38.12,8239,0.5,38.12,2163414,0.29,7.71,6995,0.43,7.71,2664756,0.37,-5.17,8616,0.52,-5.17,2261146,0.33,8.75,7311,0.46,8.75,2125063,0.34,18.4,6871,0.47,18.4,2310631,0.33,1.36,7471,0.47,1.36,2152898,0.33,55.59,6961,0.45,55.59,2379291,0.36,50.72,7693,0.5,50.72,2305373,0.36,70.61,7454,0.5,70.61,2069392,0.31,62.21,6691,0.45,62.21
60,LOMISEC CAPS ENTER 40MG 14,,2017-06-01 00:00:00,309.28,22669297,100,-16.11,73297,100,-16.11,27021174,100,20.7,87368,100,20.7,22386304,100,129.66,72382,100,94.4,9747599,100,220.04,37233,100,220.04,3045781,100,11634,100,1462894,100,-23.77,4730,100,-23.77,1633308,100,-23.03,5281,100,-23.03,1665473,100,-34.64,5385,100,-34.64,1996093,100,-7.73,6454,100,-7.73,2178259,100,-18.26,7043,100,-18.26,1886299,100,-16.58,6099,100,-16.58,1826917,100,-14.03,5907,100,-14.03,2073104,100,-10.28,6703,100,-10.28,1933928,100,-10.17,6253,100,-10.17,1753618,100,-26.3,5670,100,-26.3,2010011,100,-12.81,6499,100,-12.81,2249393,100,8.7,7273,100,8.7,1919082,100,4.81,6205,100,4.81,2121970,100,-1.25,6861,100,-1.25,2548158,100,38.12,8239,100,38.12,2163414,100,7.71,6995,100,7.71,2664756,100,-5.17,8616,100,-5.17,2261146,100,8.75,7311,100,8.75,2125063,100,18.4,6871,100,18.4,2310631,100,1.36,7471,100,1.36,2152898,100,55.59,6961,100,55.59,2379291,100,50.72,7693,100,50.72,2305373,100,70.61,7454,100,70.61,2069392,100,62.21,6691,100,62.21
61,LOPROT             SUG,SURGE LABS,1996-10-01 00:00:00,,22065274,0.24,12.1,61955,0.31,12.1,19683698,0.24,18.75,55268,0.3,7.07,16576089,0.25,-52.58,51617,0.31,-55.58,34955965,0.65,113.05,116191,0.69,92.67,16407044,0.34,60306,0.37,1574539,0.2,-6.93,4421,0.26,-6.93,4639922,0.6,188.17,13028,0.77,188.17,2514775,0.33,48.28,7061,0.42,48.28,1742286,0.21,-4.82,4892,0.27,-4.82,1738368,0.22,11.49,4881,0.28,11.49,1846282,0.23,8.68,5184,0.29,8.68,1320248,0.18,-4.83,3707,0.22,-4.83,1222663,0.16,-27.67,3433,0.21,-27.67,979413,0.13,-42.41,2750,0.17,-42.41,1229786,0.16,-19.23,3453,0.2,-19.23,1697055,0.24,10.1,4765,0.31,10.1,1559937,0.22,-11.12,4380,0.28,-11.12,1691713,0.26,-22.51,4750,0.32,-22.51,1610154,0.25,90.44,4521,0.3,90.44,1695986,0.23,177.18,4762,0.29,177.18,1830611,0.25,96.58,5140,0.32,72.48,1559225,0.22,16.47,4378,0.26,2.19,1698836,0.25,46.3,4770,0.3,28.36,1387204,0.22,37.65,3895,0.27,20.78,1690288,0.24,36.32,4746,0.3,19.61,1700616,0.26,30.76,4775,0.31,14.73,1522541,0.23,14.08,4275,0.28,0.09,1541417,0.24,27.76,4328,0.29,12.1,1755107,0.27,-48.6,4928,0.33,-54.9
62,LOPROT CAPS ENTER 40MG 14,,2020-01-01 00:00:00,356.15,22065274,100,12.1,61955,100,12.1,19683698,100,18.75,55268,100,7.07,16576089,100,-52.58,51617,100,-55.58,34955965,100,113.05,116191,100,92.67,16407044,100,60306,100,1574539,100,-6.93,4421,100,-6.93,4639922,100,188.17,13028,100,188.17,2514775,100,48.28,7061,100,48.28,1742286,100,-4.82,4892,100,-4.82,1738368,100,11.49,4881,100,11.49,1846282,100,8.68,5184,100,8.68,1320248,100,-4.83,3707,100,-4.83,1222663,100,-27.67,3433,100,-27.67,979413,100,-42.41,2750,100,-42.41,1229786,100,-19.23,3453,100,-19.23,1697055,100,10.1,4765,100,10.1,1559937,100,-11.12,4380,100,-11.12,1691713,100,-22.51,4750,100,-22.51,1610154,100,90.44,4521,100,90.44,1695986,100,177.18,4762,100,177.18,1830611,100,96.58,5140,100,72.48,1559225,100,16.47,4378,100,2.19,1698836,100,46.3,4770,100,28.36,1387204,100,37.65,3895,100,20.78,1690288,100,36.32,4746,100,19.61,1700616,100,30.76,4775,100,14.73,1522541,100,14.08,4275,100,0.09,1541417,100,27.76,4328,100,12.1,1755107,100,-48.6,4928,100,-54.9
63,XEMPRA             GNP,GENOME PHARMACEUTI,2010-01-01 00:00:00,,19399788,0.21,25.36,126796,0.63,25.36,15475185,0.19,-54.93,101145,0.54,-54.93,34336566,0.52,51,224422,1.37,51,22739166,0.42,4.15,148622,0.88,4.15,21833253,0.45,142701,0.88,0,0,-100,0,0,-100,0,0,-100,0,0,-100,200277,0.03,-72.35,1309,0.08,-72.35,0,0,0,0,0,0,0,0,-100,0,0,-100,0,0,-100,0,0,-100,12478068,1.72,999,81556,4.93,999,0,0,0,0,0,0,1715130,0.23,63.67,11210,0.69,63.67,2302650,0.29,161.78,15050,0.87,161.78,2703663,0.39,-25.36,17671,1.13,-25.36,0,0,-100,0,0,-100,2781234,0.42,-43.73,18178,1.21,-43.73,1811061,0.28,-41.1,11837,0.79,-41.1,724455,0.1,-79.92,4735,0.29,-79.92,0,0,0,0,0,0,103428,0.01,-96.89,676,0.04,-96.89,1267758,0.19,-58.42,8286,0.52,-58.42,493425,0.08,999,3225,0.22,999,0,0,-100,0,0,-100,1047897,0.16,-70.54,6849,0.44,-70.54,879597,0.13,-56.18,5749,0.37,-56.18,3622122,0.56,-36.51,23674,1.59,-36.51,2744208,0.42,40.51,17936,1.21,40.51
64,XEMPRA CAPS ENTER 40MG 10,,2012-09-01 00:00:00,153.0,19399788,100,25.36,126796,100,25.36,15475185,100,-54.93,101145,100,-54.93,34336566,100,51,224422,100,51,22739166,100,4.15,148622,100,4.15,21833253,100,142701,100,0,0,-100,0,0,-100,0,0,-100,0,0,-100,200277,100,-72.35,1309,100,-72.35,0,0,0,0,0,0,0,0,-100,0,0,-100,0,0,-100,0,0,-100,12478068,100,999,81556,100,999,0,0,0,0,0,0,1715130,100,63.67,11210,100,63.67,2302650,100,161.78,15050,100,161.78,2703663,100,-25.36,17671,100,-25.36,0,0,-100,0,0,-100,2781234,100,-43.73,18178,100,-43.73,1811061,100,-41.1,11837,100,-41.1,724455,100,-79.92,4735,100,-79.92,0,0,0,0,0,0,103428,100,-96.89,676,100,-96.89,1267758,100,-58.42,8286,100,-58.42,493425,100,999,3225,100,999,0,0,-100,0,0,-100,1047897,100,-70.54,6849,100,-70.54,879597,100,-56.18,5749,100,-56.18,3622122,100,-36.51,23674,100,-36.51,2744208,100,40.51,17936,100,40.51
65,ZOLCARE            CS-,CSH PHARMA,2008-11-01 00:00:00,,18733790,0.2,999,88159,0.44,999,1014052,0.01,178.9,4772,0.03,178.9,363590,0.01,-77.3,1711,0.01,-77.3,1601614,0.03,444.19,7537,0.04,444.19,294314,0.01,1385,0.01,1617763,0.21,999,7613,0.45,999,2020025,0.26,999,9506,0.56,999,2633300,0.34,999,12392,0.73,999,3628438,0.44,999,17075,0.94,999,2071875,0.26,999,9750,0.56,999,2590588,0.32,999,12191,0.67,999,1637100,0.23,999,7704,0.47,999,1691288,0.22,875.37,7959,0.48,875.37,406300,0.05,244.5,1912,0.12,244.5,188063,0.02,999,885,0.05,999,143650,0.02,31.01,676,0.04,31.01,105400,0.01,67.57,496,0.03,67.57,121550,0.02,999,572,0.04,999,11263,0,-93.49,53,0,-93.49,187638,0.03,999,883,0.05,999,162138,0.02,999,763,0.05,999,22525,0,178.95,106,0.01,178.95,45050,0.01,182.66,212,0.01,182.67,0,0,-100,0,0,-100,173400,0.03,987.97,816,0.05,988,117938,0.02,999,555,0.04,999,0,0,-100,0,0,-100,109650,0.02,107.23,516,0.03,107.23,62900,0.01,25.96,296,0.02,25.96
66,ZOLCARE CAPS ENTER 40MG 14,,2008-11-01 00:00:00,212.5,18733790,100,999,88159,100,999,1014052,100,178.9,4772,100,178.9,363590,100,-77.3,1711,100,-77.3,1601614,100,444.19,7537,100,444.19,294314,100,1385,100,1617763,100,999,7613,100,999,2020025,100,999,9506,100,999,2633300,100,999,12392,100,999,3628438,100,999,17075,100,999,2071875,100,999,9750,100,999,2590588,100,999,12191,100,999,1637100,100,999,7704,100,999,1691288,100,875.37,7959,100,875.37,406300,100,244.5,1912,100,244.5,188063,100,999,885,100,999,143650,100,31.01,676,100,31.01,105400,100,67.57,496,100,67.57,121550,100,999,572,100,999,11263,100,-93.49,53,100,-93.49,187638,100,999,883,100,999,162138,100,999,763,100,999,22525,100,178.95,106,100,178.95,45050,100,182.66,212,100,182.67,0,0,-100,0,0,-100,173400,100,987.97,816,100,988,117938,100,999,555,100,999,0,0,-100,0,0,-100,109650,100,107.23,516,100,107.23,62900,100,25.96,296,100,25.96
